1712,,MUNINI,LANGOSTINO PELADO,1415,0,1415,16,1649.61,25.2,2374.05,18.94,2499,18.94,5,5,21,,5,K,1,30.21,2599,70,10,
1713,,ARTICO,CAMARON,1237,12,1088.56,23,1345.62,31.99,2041.55,25.39,2149,25.39,5,5,21,,10,K,1,35.06,2199,50,10,
1714,,TEKO,PACU MITAD DESPINADO,770,0,770,20,928.62,42.31,1439.1,28.08,1599,28.08,15,10,21,,15,K,1,51.21,1699,0,0,D10
1715,,ARTICO,RODAJAS DE SALMON,1818,12,1599.84,22,1961.56,25.98,2840.5,19.68,2990,19.68,6,5,21,,6,K,1,25.98,2990,0,0,
1716,,ARTICO,ANILLAS DE CALAMAR/JIBIA,790,12,695.2,23,859.37,29.73,1214.1,16.76,1349,16.76,10,10,21,,10,K,1,34.54,1399,0,0,
1717,,LYONCITY,FILET DE CARPA,499,0,499,20,601.79,37.19,999,37.19,999,37.19,10,0,21,,10,K,1,50.93,1099,0,0,
1718,,LYONCITY,PEJERREY DESPINADO,0,0,999,0,999,-17.36,999,-17.36,999,-17.36,0,0,21,,10,K,1,-100,1,0,0,
1722,,MUNINI,MEDALLON PESCADO DE RIO,441.6,0,441.6,20,532.57,47.27,806.65,25.18,949,25.18,6,15,21,,6,K,1,55.03,999,130,13,
1724,,PESCADOS,BOGA DESPINADA,999,0,999,16,1164.63,34.76,1709.1,21.28,1899,21.28,20,10,21,,20,K,1,41.85,1999,40,5,
1725,,PESCADOS,SABALO DESPINADO XKG,340,0,340,28,437.38,43.42,721.05,36.25,759,36.25,10,5,21,,10|20,K,1,50.98,799,40,5,
1727,,MUNINI,MED. PESCADO C/ESPINACA,441.6,0,441.6,20,532.57,47.27,806.65,25.18,949,25.18,6,15,21,,6,K,1,55.03,999,130,13,
1728,,TEKO,PACU DESPINADO,1023.33,0,1023.33,18,1213.57,36.13,1859.07,26.6,1999,26.6,10,7,21,,15,K,1,42.94,2099,50,5,D11
1729,,MUNINI,CAZUELA MARISCO X500,536,0,536,18,635.64,29.89,899.1,16.9,999,16.9,10,10,21,7798186600383,10,U,0.5,42.89,1099,49,7,D12
2400,,ESTADIO,TARTA DE ZAPALLITOS,132.98,0,132.98,20,160.37,54.09,269.1,38.68,299,38.68,8,10,21,7798046441125,12,U,0.25,64.39,319,0,13,D13
2401,,ESTADIO,TARTA DE VERDURA,132.98,0,132.98,20,160.37,54.09,269.1,38.68,299,38.68,8,10,21,7798046440494,12,U,0.25,64.39,319,0,13,D13
2402,,ESTADIO,EMP. DE CARNE X 6,214.32,0,214.32,20,258.47,43.57,417.57,33.52,449,33.52,14,7,21,7798046440227,14,U,0.42,49.96,469,50,5,D14
2403,,ESTADIO,EMP. DE POLLO X 6,214.32,0,214.32,20,258.47,43.57,417.57,33.52,449,33.52,6,7,21,7798046440289,14,U,0.42,49.96,469,50,5,D14
2404,,ESTADIO,EMP. DE JAMON Y Q. X 6,235.84,0,235.84,15,272.57,36.14,417.57,26.61,449,26.61,14,7,21,7798046440296,14,U,0.42,42.2,469,50,5,D14
2405,,ESTADIO,TARTA DE JAM/QUESO,146.27,0,146.27,18,173.46,42.46,269.1,28.21,299,28.21,8,10,21,7798046440470,12,U,0.25,51.99,319,0,13,D13
2406,,ESTADIO,EMP. DE VERDURA X 6,214.32,0,214.32,20,258.47,43.57,417.57,33.52,449,33.52,6,7,21,7798046440586,14,U,0.42,49.96,469,50,5,D14
2407,,ESTADIO,TARTA DE CEBOLLA Y QUESO,146.27,0,146.27,18,173.46,42.46,269.1,28.21,299,28.21,12,10,21,7798046441033,12,U,0.25,51.99,319,0,0,D13
2408,,ESTADIO,TARTA DE POLLO,132.98,0,132.98,20,160.37,54.09,269.1,38.68,299,38.68,8,10,21,7798046440487,12,U,0.25,64.39,319,0,13,D13
2411,,ESTADIO,EMP. CAPRESSE X 6,235.84,0,235.84,15,272.57,36.14,417.57,26.61,449,26.61,6,7,21,7798046440548,14,U,0.42,42.2,469,50,5,D14
2412,,ESTADIO,TRIPLES JAM Y QUE X 6,167.24,0,167.24,19,200.01,44.21,314.1,29.79,349,29.79,14,10,21,7798046440135,14,U,0.36,52.47,369,50,5,D15
2413,,ESTADIO,EMP. DE CHOCLO X 6,235.84,0,235.84,15,272.57,36.14,417.57,26.61,449,26.61,6,7,21,7798046440975,14,U,0.42,42.2,469,50,5,D14
2414,,ESTADIO,TARTA CALABAZA Y VERDURA,132.98,0,132.98,20,160.37,54.09,269.1,38.68,299,38.68,8,10,21,7798046440883,12,U,0.25,64.39,319,0,13,D13
2415,,ESTADIO,TARTA DE CHOCLO,146.27,0,146.27,18,173.46,42.46,269.1,28.21,299,28.21,8,10,21,7798046441040,12,U,0.25,51.99,319,0,13,D13
2416,,ESTADIO,TARTA CAPRESE,146.27,0,146.27,18,173.46,42.46,269.1,28.21,299,28.21,8,10,21,7798046441132,12,U,0.25,51.99,319,0,13,D13
2417,,ESTADIO,TARTA CALABAZA,132.98,0,132.98,20,160.37,54.09,269.1,38.68,299,38.68,8,10,21,7798046441149,12,U,0.25,64.39,319,0,13,D13
2418,,ESTADIO,EMP. CEBOLLA Y QUESO X6,235.84,0,235.84,15,272.57,36.14,417.57,26.61,449,26.61,6,7,21,7798046440531,14,U,0.4,42.2,469,50,5,D14
2422,,ESTADIO,PIZZA MEDIANA RUCULA,140.68,0,140.68,18,166.83,38.21,251.1,24.39,279,24.39,36,10,21,7798046441057,10|36,U,0.35,48.12,299,50,5,D16
2423,,ESTADIO,PIZZA MEDIANA JAMON,140.68,0,140.68,18,166.83,38.21,251.1,24.39,279,24.39,36,10,21,7798046440609,10|36,U,0.35,48.12,299,50,5,D16
2424,MORRO,ESTADIO,PIZZA MEDIANA ESPECIAL,140.68,0,140.68,18,166.83,38.21,251.1,24.39,279,24.39,10,10,21,7798046441071,10|36,U,0.35,48.12,299,50,5,D16
2425,,ESTADIO,PIZZA MEDIANA Q. AZUL,140.68,0,140.68,18,166.83,38.21,251.1,24.39,279,24.39,36,10,21,7798046441095,10|36,U,0.35,48.12,299,50,5,D16
2426,,ESTADIO,TORTILLA DE PAPAS x 350gr,106.48,0,106.48,20,128.41,40.95,197.1,26.85,219,26.85,28,10,21,7798046441170,28,U,0.35,47.38,229,50,5,D17
2427,,ESTADIO,TORTILLA DE VERDURA x350g,106.48,0,106.48,20,128.41,40.95,197.1,26.85,219,26.85,28,10,21,7798046441163,28,U,0.35,47.38,229,50,5,D18
2428,,CONOSUD,MIX BERRIES,500,0,500,18,592.95,52.47,849.15,29.6,999,29.6,5,15,10.5,,15,K,1,61.63,1059,60,5,
2429,,ESTADIO,TARTA INTEGRAL CAPRESSE,160.89,0,160.89,16,187.57,31.74,269.1,18.57,299,18.57,12,10,21,7798046441477,12,U,0.25,40.55,319,0,0,D19
2430,,ESTADIO,TARTA INTEGRAL ZAPAL/QUES,160.89,0,160.89,16,187.57,31.74,269.1,18.57,299,18.57,12,10,21,7798046441453,12,U,0.25,40.55,319,0,0,D19
2431,,ESTADIO,TARTA INTEGRAL BICOLOR,160.89,0,160.89,16,187.57,31.74,269.1,18.57,299,18.57,12,10,21,7798046441460,12,U,0.25,40.55,319,0,0,D19
2432,,ESTADIO,TARTA INTEGRAL VERDURA,160.89,0,160.89,16,187.57,31.74,269.1,18.57,299,18.57,12,10,21,7798046441446,12,U,0.25,40.55,319,0,0,D19
2608,,SAN SILVES,MILANESA DE LENTEJA,85,0,85,20,102.51,60.09,168.79,36.08,198.57,36.08,5,15,21,,5,K,1,71.61,212.86,140,7,
2609,,SAN SILVES,PIZZA DE ARROZ,130,0,130,20,156.78,41.8,242.1,27.62,269,27.62,20,10,21,7798354690543,20,U,0.32,52.34,289,60,12,D20
2650,,EBERLE,FUGAZZA,203.93,0,203.93,18,241.84,36.35,359.1,22.72,399,22.72,20,10,21,,20,U,0.5,46.6,429,75,12,D21
2651,,EBERLE,PIZZA CASERA,200.19,0,200.19,18,237.41,38.9,359.1,25.01,399,25.01,20,10,21,,20,U,0.5,49.34,429,75,12,D22
2652,,INKASA,TARTA CASERA VERDURA,165,0,165,16,192.36,37.05,287.1,23.35,319,23.35,8,10,21,,15,U,0.6,41.35,329,66,12,D23
2654,,INKASA,LASAGNA ESPINACA/RICOTA,151.03,0,151.03,20,182.14,35.67,269.1,22.1,299,22.1,10,10,21,,24,U,0.43,40.21,309,66,12,
2655,,INKASA,LASAGNA DE CARNE,172.17,0,172.17,20,207.64,42.89,323.1,28.6,359,28.6,10,10,21,,24,U,0.43,50.85,379,66,12,
2656,,INKASA,LASAGNA POLLO,135,0,135,18,160.1,33.7,259,33.7,259,33.7,10,0,21,,24,U,0.43,33.7,259,66,12,
2657,,INKASA,TARTA RICOTA Y CHOCLO,150,0,150,18,177.89,38.91,269.1,25.02,299,25.02,9,10,21,,11,U,0.6,43.56,309,66,12,D24
2658,,INKASA,CANELONES VERDURA Y QUESO,129,0,129,16,150.39,36.83,224.1,23.15,249,23.15,10,10,21,,24,U,0.43,58.82,289,66,12,
2659,,INKASA,CANELONES CUATROS QUESOS,160,0,160,16,186.53,32.48,269.1,19.23,299,19.23,10,10,21,,24,U,0.43,41.34,319,66,12,
2661,,INKASA,PLATO RAVIOLES C/BOLOGNES,154.45,0,154.45,20,186.27,19.35,242.1,7.42,269,7.42,10,10,21,,20,U,0.45,19.35,269,36,6,
2663,,INKASA,PLATO TALLARIN C/BOLOGNS,140,0,140,20,168.84,26.78,233.1,14.1,259,14.1,10,10,21,,1,U,0.45,26.78,259,36,6,
2666,,INKASA,PLATO GUISO DE LENTEJAS,130,0,130,16,151.55,30.33,215.1,17.3,239,17.3,10,10,21,0026660000007,24,U,0.45,30.33,239,36,6,
2680,PRODU,INKASA,MED. DE ESPINACA Y QUESO,110,0,110,30,143.72,43.19,211.65,21.71,249,21.71,28,15,21,,28,U,0.32,48.94,259,0,0,D25
2681,PRODU,INKASA,MED. DE LENTEJA C/QUE x4,77,0,77,40,108.34,59.43,177.65,35.52,209,35.52,28,15,21,,28,U,0.32,74.69,229,0,0,D26
2682,PRODUC,INKASA,MED. DE SOJA x4,88.7,0,88.7,35,120.34,57.27,194.65,33.68,229,33.68,28,15,21,,28,U,0.32,71,249,0,0,D27
2683,PRODU,INKASA,MED. LENTEJA PRIMAVERA X4,70.62,0,70.62,40,99.36,57.2,160.65,33.62,189,33.62,28,15,21,,28,U,0.32,65.52,199,0,0,D28
2684,PRODU,INKASA,MEDALLONES DE PAPAS X 4,100,0,100,40,140.7,46.26,211.65,24.32,249,24.32,28,15,21,,28,U,0.32,58.01,269,0,0,D29
2712,,EBERLE,PAN HAMB.CONG x12 (*84),162,0,162,20,195.37,43.82,323,36.63,340,36.63,10,5,21,,10,U,0.7,43.82,340,40,5,
2900,,CONOSUD,PRIMAVERA,230,0,230,18,272.76,98.74,419.3,39.12,599,39.12,10,30,10.5,,10|15,K,1,108.69,629,100,10,VE
2901,,CONOSUD,PIMIENTO TRICOLOR C/CEBOL,245,0,245,18,290.55,89.69,456.75,42.26,609,42.26,10,25,10.5,,10,K,1,95.92,629,77,11,VE
2902,,CONOSUD,CHOCLO,230,0,230,18,272.76,95.42,424.08,40.7,589,40.7,5,28,10.5,,10|25,K,1,102.06,609,100,10,VE
2903,,CONOSUD,ARVEJAS,209,0,209,18,247.85,93.15,386.17,41,529,41,5,27,10.5,,10|25,K,1,100.46,549,100,10,VE
2905,,CONOSUD,ESPINACA,134.75,5,128.01,15,147.95,40.07,229,40.07,229,40.07,10,0,10.5,,10,K,1,40.07,229,70,5,VE
2906,,CONOSUD,CHAUCHAS TROZADAS,194,0,194,19,232.01,94.64,349.3,36.25,499,36.25,5,30,10.5,,10|15,K,1,106.34,529,60,10,VE
2907,,CONOSUD,BROCOLI FLORETE,230,0,230,18,272.76,95.42,441.75,46.57,589,46.57,6,25,10.5,,10,K,1,102.06,609,70,10,VE
2908,,CONOSUD,PIMIENTO ROJO/VERDE,235,0,235,18,278.69,97.76,426.3,38.43,609,38.43,5,30,10.5,,10|15,K,1,104.25,629,77,11,VE
2909,,CONOSUD,VERDURAS PARA SOPA,168,0,168,18,199.23,99.41,316.08,43.58,439,43.58,5,28,10.5,,12,K,1,108.5,459,60,5,VE
2910,,CONOSUD,ZAPALLO EN CUBOS,156,0,156,19,186.57,93.54,291.27,41.28,399,41.28,10,27,10.5,,20|10,K,1,108.09,429,60,5,VE
2911,,CONOSUD,REMOLACHA,187,0,187,20,225.52,92.22,335.3,34.55,479,34.55,10,30,10.5,,15,K,1,100.24,499,60,5,VE
2912,,SIMPLOT,PAPAS NOISETTE,356.04,25,267.03,20,322.04,48.59,521.1,33.73,579,33.73,10,10,21,,11|15,K,1,53.72,599,96,12,
2915,,CONOSUD,FRUTILLAS ENTERAS,370,0,370,16,431.35,61.34,615.2,29.07,769,29.07,5,20,10.5,,13.6,K,1,67.63,799,70,10,
2916,,CONOSUD,CEBOLLA PICADA,184,0,184,18,218.21,98.66,359.25,48.99,479,48.99,5,25,10.5,,10|15,K,1,106.95,499,70,10,VE
2918,,CONOSUD,ARANDANOS,426,0,426,17,500.91,62.42,764.15,38.06,899,38.06,5,15,10.5,,13.6,K,1,80.49,999,70,10,
2919,,CONOSUD,ACELGA,134,0,134,18,158.91,98.75,244.3,39.13,349,39.13,10,30,10.5,,1,K,1,110.14,369,70,5,VE
2920,,CONOSUD,RELLENO P/TARTA DE VERDUR,183,0,183,18,217.02,99.74,335.3,39.82,479,39.82,12,30,10.5,,12,K,1,108.08,499,70,5,VE
2921,,CONOSUD,SALSA TOMATE,0,0,176,0,176,18,459,99.02,208.72,99.02,39,321.3,10,30,10.5,,15,0,1,108,479,
2923,,CONOSUD,CHAMPIGNONES,362,0,362,18,429.3,89.51,629.3,32.66,899,32.66,10,30,10.5,,10,K,1,97.94,939,70,5,VE
2924,,CONOSUD,ZANAHORIA EN CUBOS,134,0,134,18,158.91,98.75,254.77,45.09,349,45.09,5,27,10.5,,15,K,1,110.14,369,70,5,VE
2925,,ANTARTIDA,PAPAS SMILE,331,0,331,28,425.8,55.08,743.07,44.23,799,44.23,9,7,21,,9,K,1,66.73,859,70,10,D30
2933,,CONOSUD,ENSALADA JARDINERA,176,0,176,18,208.72,99.02,321.3,39.31,459,39.31,10,30,10.5,,15,K,1,112.02,489,70,5,VE
2936,,CONOSUD,ENSALADA DE FRUTAS,100,0,100,20,121.2,49.33,180,34.4,200,34.4,15,10,10.5,,15,K,1,86.66,250,50,5,
2937,,CONOSUD,RELLENO P/TARTA ZAPALLITO,157.5,5,149.63,14,171.43,36.73,259,36.73,259,36.73,15,0,10.5,,15,K,1,36.73,259,50,5,VE
2940,,CONOSUD,PURE DE PAPAS FLEISS X U,49.78,0,49.78,20,60.03,50.06,103.55,42.56,109,42.56,15,5,21,7790981000016,15,U,0.125,50.06,109,0,0,
2941,,FARMFRITES,MANDIOCA BASTON PRECOCIDA,216,0,216,0,217.08,32.87,349,32.87,349,32.87,21,0,21,,21,K,1,32.87,349,0,0,
3006,,CONOSUD,CHAUCHAS TROZADAS X600 GR,180.8,40,108.48,18,128.65,75.16,186.75,31.37,249,31.37,20,25,10.5,7798354690055,20,U,0.6,89.23,269,0,0,VE
3290,,VENETO,BARRA HELADA 20 PORCIONES,678.08,5,644.18,20,776.88,38.19,1169.1,24.37,1299,24.37,99,10,21,7795985001045,1,U,1.9,38.19,1299,220,22,D31
3291,,VENETO,CHOCOTORTA POSTRE 8 PORC,499.51,7,464.54,20,560.24,47.37,899.1,32.63,999,32.63,99,10,21,7795985009171,1,U,0.78,54.75,1049,270,30,D32
3292,,VENETO,FLAN CASERO POSTRE 8 PORC,499.51,7,464.54,20,560.24,47.37,899.1,32.63,999,32.63,99,10,21,7795985009164,1,U,0.78,54.75,1049,270,30,D32
3293,,VENETO,MASCARPONE POSTRE 8 PORC,499.51,7,464.54,20,560.24,47.37,899.1,32.63,999,32.63,99,10,21,7795985009157,1,U,0.78,54.75,1049,270,30,D32
3294,,VENETO,TIRAMISU POSTRE 8 PORC,499.51,7,464.54,20,560.24,47.37,899.1,32.63,999,32.63,99,10,21,7795985009188,1,U,0.7,54.75,1049,270,30,D32
3301,,QUEEN,CONO ECCO 1 D.NEVE,58.2,15,49.47,25,62.15,84.85,104.25,38.63,139,38.63,14,25,21,7798088852279,14,U,0.1,84.85,139,187,17,27
3302,,QUEEN,CONO ECCO 2 D.NEVE,58.2,15,49.47,25,62.15,84.85,104.25,38.63,139,38.63,14,25,21,7798088852293,14,U,0.1,84.85,139,187,17,27
3303,,QUEEN,CONO ECCO 3 D.NEVE,58.2,15,49.47,25,62.15,84.85,104.25,38.63,139,38.63,14,25,21,7798088852316,14,U,0.1,84.85,139,187,17,27
3304,,QUEEN,IMPULSO DE AGUA,11.11,10,10,22,12.26,95.49,19.75,33.14,29,33.14,40,31.9,21,7798088851326,40,U,0.05,95.49,29,187,17,25
3305,,QUEEN,BOMBON HELADO,28.52,15,24.24,25,30.45,87.25,48.3,31.07,69,31.07,20,30,21,7798088852217,20,U,0.05,87.25,69,220,22,26
3306,,QUEEN,CROCANTE HELADO,43.21,15,36.73,25,46.14,95.23,81.75,46.43,109,46.43,12,25,21,7798088851234,12,U,0.05,95.23,109,220,22,29
3309,,QUEEN,ALFAJOR HELADO D.NEVE,45.83,15,38.96,25,48.94,84.08,76.3,28.85,109,28.85,16,30,21,7791635012058,16,U,0.07,84.08,109,220,22,28
3311,,QUEEN,BOMBON ESCOCES N X8 784GR,466.67,10,420,20,506.52,56.47,815.15,33,959,33,4,15,21,7798088854471,4,U,0.78,63,999,0,0,D33
3312,,QUEEN,BOMBON ESCOCES B X8 784GR,466.67,10,420,20,506.52,56.47,815.15,33,959,33,4,15,21,7798088854488,4,U,0.78,63,999,0,0,D34
3313,,QUEEN,BOMBON SUIZO X8UN 776G,466.67,10,420,20,506.52,56.47,815.15,33,959,33,4,15,21,7798088854464,4,U,0.77,63,999,0,0,D35
3322,,QUEEN,BOMBON ESCOCES NGO x6unid,333.33,10,300,20,361.8,55.1,577.15,31.84,679,31.84,2,15,21,7798088852002,6,U,0.4,55.1,679,90,15,X33
3325,,QUEEN,BOMBON SUIZO x8unid,466.67,10,420,20,506.52,56.47,815.15,33,959,33,2,15,21,7798088851944,6,U,0.5,63,999,90,15,X34
3327,,QUEEN,BOMBON ESCOCES BCO x6unid,333.33,10,300,20,361.8,55.1,577.15,31.84,679,31.84,2,15,21,7798088851982,6,U,0.35,55.1,679,90,15,X35
3352,,PANIFICADO,CHIPA,370,0,370,13,420.19,17.81,599,17.81,599,17.81,5,0,21,,25,K,1,17.81,599,66,12,
3361,,PALETAS,PALETA H. ARTE TRAMONTANA,65,0,65,28,83.62,86.8,141.75,40.1,189,40.1,25,25,21,7798336650725,25,U,0.12,86.8,189,180,18,31
3362,,PALETAS,PALETA H. ARTE MULTIFRUTA,65,0,65,28,83.62,86.8,141.75,40.1,189,40.1,25,25,21,7733986650701,25,U,0.12,86.8,189,180,18,31
